Refinamentos:,Mês/Ano fechamento:,2025/06
PK Dataset Chamados,Analista Responsável,Apontamentos - Tempo total em horas,Apontamentos - Tempo total em minutos,Categoria,Categoria (Ord.),Categoria 1,Categoria 2,Categoria 3,Centro de Custo do solicitante - código,Centro de Custo do solicitante - descrição,Centro de Custo do solicitante - qtd. Integrantes,Data criação,Data fechamento,Data/Hora criação,Data/Hora fechamento,Faixa de idade do chamado,Flag Atendeu SLA,Flag Em Aberto,Flag Indisponibilidade,Flag Retrabalho,Flag solicitante igual atendente,Grupo Solucionador,Hora abertura,Hora fechamento,Local usuário,Mês/Ano abertura,Mês/Ano fechamento,Núm. Requisição,Pesquisa de satisfação - comentário,Pesquisa de satisfação - nota,Pesquisa de satisfação - pergunta,Pesquisa de satisfação - resposta,PK Dataset Chamados,Prioridade,Semana abertura,Semana Ano abertura,Semana Ano fechamento,Semana fechamento,SLA Descrição,SLA Tempo hora,SLA Tipo,Solicitante (Usuário abertura),Status (código),Status (descrição),Sub-tipo da categoria,Tempo Aguard. Aprov. (Horas),Tempo Aguard. Atend. (Horas),Tempo Aguard. Fornec. (Horas),Tempo Aguard. Usuário (Horas),Tempo Em Atend. (Horas),Tempo Novo (Horas),Tempo para SLA (Horas),Tempo Pend. Cham. (Horas),Tempo Resolvido (Horas),Tempo Total menos Resolvido (Horas),Título requisição,Urgência,
167654,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,DISPOSITIVOS DE REDE,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-12T13:58:33.000Z,2025-06-12T21:01:32.000Z,12/06/2025 10:58,12/06/2025 18:01,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,18,PORTO VELHO,2025/06,2025/06,167654,,,,,167654,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,alexandresilva,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,7.120000,7.030000,,27.000000,7.030000,Verificar controle de acesso da van,Baixa,
167655,guilhermepa,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-12T13:59:43.000Z,2025-06-12T18:20:35.000Z,12/06/2025 10:59,12/06/2025 15:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,15,LOCAL NAO INFORMADO,2025/06,2025/06,167655,,,,,167655,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,lucascampelo,9,Encerrado pelo usuario,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.000000,4.440000,4.360000,,17.980000,4.360000,liberação de acesso na impressora.,Baixa,
167656,guilhermepa,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,ACTIVE DIRECTORY (AD),Criação / Alteração / Desativação de Usuário,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-12T14:07:50.000Z,2025-06-12T14:39:52.000Z,12/06/2025 11:07,12/06/2025 11:39,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,11,11,LOCAL NAO INFORMADO,2025/06,2025/06,167656,O atendimento à solicitação foi ágil e demonstrou alto nível de qualidade no suporte prestado.,4,Como voce avalia o atendimento prestado?,Otimo,167656,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,adrianosacramento,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.020000,0.520000,0.540000,,0.060000,0.540000,Recuperação de acesso portal  TI,Baixa,
167657,guilhermepa,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-12T14:16:01.000Z,2025-06-12T14:36:46.000Z,12/06/2025 11:16,12/06/2025 11:36,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,11,11,LOCAL NAO INFORMADO,2025/06,2025/06,167657,O atendimento à solicitação foi ágil e demonstrou alto nível de qualidade no suporte prestado.,4,Como voce avalia o atendimento prestado?,Otimo,167657,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,adrianosacramento,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.000000,0.340000,0.350000,,0.040000,0.350000,Instalação  EPM,Baixa,
167658,mariap,0.000000,0.000000,INCIDENTE,1-INCIDENTE,INFRA,E-MAIL,Erro ou Defeito,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-12T15:04:19.000Z,2025-06-13T18:56:11.000Z,12/06/2025 12:04,13/06/2025 15:56,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,12,15,LOCAL NAO INFORMADO,2025/06,2025/06,167658,,,,,167658,Normal,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,anibalsousa,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,8.220000,0.050000,4.690000,4.660000,,27.030000,12.880000,computador,Baixa,
167659,gabrieljaraujo,,,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,ANTI-VIRUS (TREND),Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-12T15:12:34.000Z,2025-06-12T17:52:29.000Z,12/06/2025 12:12,12/06/2025 14:52,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,12,14,LOCAL NAO INFORMADO,2025/06,2025/06,167659,,,,,167659,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,40.000000,1.000000,daianasantos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,2.670000,2.670000,,27.050000,2.670000,Liberação de Team Viewer na homologação,Baixa,
167660,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-12T17:12:55.000Z,2025-06-13T14:07:47.000Z,12/06/2025 14:12,13/06/2025 11:07,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,14,11,LOCAL NAO INFORMADO,2025/06,2025/06,167660,,4,Como voce avalia o atendimento prestado?,Otimo,167660,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,fernandabsantos,9,Encerrado pelo usuario,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.000000,5.920000,5.920000,,0.100000,5.920000,Solicitação de liberação do crachá na impressora. ,Baixa,
167661,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,EBS-Almoxarifado (INV),Segurança - Gestão de Acesso,040502,ALMOXARIFADO,28,2025-06-12T18:15:32.000Z,2025-06-12T18:46:43.000Z,12/06/2025 15:15,12/06/2025 15:46,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,15,15,LOCAL NAO INFORMADO,2025/06,2025/06,167661,,4,Como voce avalia o atendimento prestado?,Otimo,167661,Critica,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,8.000000,1.000000,thiagooliveira,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.340000,0.170000,0.510000,,0.030000,0.510000,NÃO CONSIGO LOGAR,Baixa,
167662,ivancardoso,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Contas a Pagar (AP),Dúvida,N/D,NÃO DEFINIDO,403,2025-06-12T19:26:16.000Z,2025-06-16T13:51:14.000Z,12/06/2025 16:26,16/06/2025 10:51,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,16,10,LOCAL NAO INFORMADO,2025/06,2025/06,167662,,,,,167662,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,24.000000,1.000000,maraisalima.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.270000,12.330000,12.430000,,27.020000,12.430000,PAGAMENTO DE ADIANTAMENTO ,Baixa,
167663,luang,0.060000,4.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Atualização,040301,CONTROLADORIA,48,2025-06-12T19:44:03.000Z,2025-06-18T14:49:30.000Z,12/06/2025 16:44,18/06/2025 11:49,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,11,LOCAL NAO INFORMADO,2025/06,2025/06,167663,,,,,167663,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,4 - QUA,Horas Úteis,80.000000,1.000000,gustavosouza,7,Resolvido,Formulario Solicitação - Padrão,,,,,0.010000,32.580000,31.130000,,15.200000,31.130000,Atualização de acesso remoto e verificação do Citrix,Baixa,
167664,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-12T20:21:02.000Z,2025-06-12T21:06:37.000Z,12/06/2025 17:21,12/06/2025 18:06,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,17,18,LOCAL NAO INFORMADO,2025/06,2025/06,167664,,,,,167664,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,4.000000,1.000000,noc_ebsit,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.410000,0.240000,0.650000,,,0.650000,SAEN--SRV-WIN-PRD-SAE-OCI-GATE,Baixa,
167665,mateush,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-12T20:51:34.000Z,2025-06-18T12:48:56.000Z,12/06/2025 17:51,18/06/2025 09:48,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,17,09,LOCAL NAO INFORMADO,2025/06,2025/06,167665,,,,,167665,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,4 - QUA,Horas Úteis,16.000000,1.000000,romariolemos,7,Resolvido,Formulario Incidente - Padrão,,,,,26.170000,2.950000,28.080000,,17.210000,28.080000,NOTEBOOK TRAVANDO,Baixa,
167666,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-12T23:08:08.000Z,2025-06-13T01:21:23.000Z,12/06/2025 20:08,12/06/2025 22:21,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,20,22,LOCAL NAO INFORMADO,2025/06,2025/06,167666,,,,,167666,Baixa,5 - QUI,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,4.000000,1.000000,noc_ebsit,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,,0.000000,0.000000,,,0.000000,SAEN--SRV-WIN-PRD-SAE-OCI-GATE,Baixa,
167668,luang,0.030000,2.000000,INCIDENTE,1-INCIDENTE,INFRA,IMPRESSORA,Erro ou Defeito,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T10:02:00.000Z,2025-06-13T12:09:47.000Z,13/06/2025 07:02,13/06/2025 09:09,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,07,09,LOCAL NAO INFORMADO,2025/06,2025/06,167668,,,,,167668,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.160000,0.160000,,27.010000,0.160000,Task: Verificar Status das impressoras SPO,Baixa,
167669,ivancardoso,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Portal de Fornecedores (Isupplier),Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-06-13T12:27:31.000Z,2025-06-16T17:14:08.000Z,13/06/2025 09:27,16/06/2025 14:14,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,09,14,LOCAL NAO INFORMADO,2025/06,2025/06,167669,,,,,167669,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,kimberlyr.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,2.530000,12.300000,13.800000,,27.060000,13.800000,Extração de listagem de fornecedores,Baixa,
167670,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,PROJURIS,Solicitação de Serviço,060101,ASSESSORIA JURÍDICA,26,2025-06-13T12:29:06.000Z,2025-06-13T14:57:07.000Z,13/06/2025 09:29,13/06/2025 11:57,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,09,11,LOCAL NAO INFORMADO,2025/06,2025/06,167670,,,,,167670,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,marianajsilva,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.030000,2.440000,2.470000,,27.040000,2.470000,Não recebimento das publicações,Baixa,
167671,mateush,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,SALA TECNICA TI,Check List,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T13:05:00.000Z,2025-06-13T13:19:20.000Z,13/06/2025 10:05,13/06/2025 10:19,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,10,LOCAL NAO INFORMADO,2025/06,2025/06,167671,,,,,167671,Normal,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,24.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.240000,0.240000,,27.630000,0.240000, Task: Check list Sala Telecom-Core,Normal,
167672,davibdomingos,0.500000,30.000000,SERVICO,2-SERVICO,SISTEMAS,SIGO - Manutenção,Solicitação de Serviço,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-13T13:18:06.000Z,2025-06-13T14:55:01.000Z,13/06/2025 10:18,13/06/2025 11:55,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,10,11,LOCAL NAO INFORMADO,2025/06,2025/06,167672,,,,,167672,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,40.000000,1.000000,daliane,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,1.580000,1.590000,,27.020000,1.590000,Atualização da equipe preditiva SIGO,Baixa,
167673,mariap,0.000000,0.000000,INCIDENTE,1-INCIDENTE,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,070101,ASSESSORIA  COMUNICAÇÃO CORPORATIVA,15,2025-06-13T13:31:32.000Z,2025-06-17T12:20:38.000Z,13/06/2025 10:31,17/06/2025 09:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,10,09,LOCAL NAO INFORMADO,2025/06,2025/06,167673,,,,,167673,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,mariaepereira,7,Resolvido,Formulario Incidente - Padrão,,,,16.270000,0.060000,1.470000,0.660000,,26.690000,16.930000,Acessos bloqueados,Baixa,
167675,gabrielsbrito,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Outros,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T16:54:04.000Z,2025-06-13T17:20:11.000Z,13/06/2025 13:54,13/06/2025 14:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,SIM,INFRA,13,14,LOCAL NAO INFORMADO,2025/06,2025/06,167675,,,,,167675,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,gabrielsbrito,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,0.420000,0.430000,,27.050000,0.430000,Validação Users Desligados 365,Normal,
167676,mateush,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,SALA TECNICA TI,Check List,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T16:57:00.000Z,2025-06-16T13:20:12.000Z,13/06/2025 13:57,16/06/2025 10:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,13,10,LOCAL NAO INFORMADO,2025/06,2025/06,167676,,,,,167676,Normal,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,24.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,5.540000,5.400000,,27.080000,5.400000, Task: Check list Torre Rádio UHE,Normal,
167677,mateush,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,SALA TECNICA TI,Check List,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T16:58:00.000Z,2025-06-16T17:51:59.000Z,13/06/2025 13:58,16/06/2025 14:51,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,13,14,LOCAL NAO INFORMADO,2025/06,2025/06,167677,,,,,167677,Normal,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,24.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,11.000000,9.910000,,27.010000,9.910000, Task: Check List Sala Cofre TI,Normal,
167679,mateush,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,IMPRESSORA,Erro ou Defeito,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T16:59:00.000Z,2025-06-13T18:33:58.000Z,13/06/2025 13:59,13/06/2025 15:33,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,13,15,LOCAL NAO INFORMADO,2025/06,2025/06,167679,,,,,167679,Normal,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,1.670000,1.580000,,27.070000,1.580000, Task: Check List Impressoras Salas de Controle,Normal,
167680,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,Portal Suporte TI (SysAid),Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T17:25:07.000Z,2025-06-13T20:45:54.000Z,13/06/2025 14:25,13/06/2025 17:45,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,14,17,LOCAL NAO INFORMADO,2025/06,2025/06,167680,,,,,167680,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,gabrielsbrito,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.010000,3.400000,3.350000,,27.360000,3.350000,Criação de automações de chamados.,Baixa,
167681,none,,,SERVICO,2-SERVICO,INFRA,BANCO DE DADOS ORACLE,Solicitação de Serviço,N/D,NÃO DEFINIDO,403,2025-06-13T18:03:52.000Z,2025-06-18T17:36:31.000Z,13/06/2025 15:03,18/06/2025 14:36,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,15,14,TERCEIRO,2025/06,2025/06,167681,,,,,167681,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,4 - QUA,Horas Úteis,40.000000,1.000000,galdinov,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,27.110000,0.500000,26.650000,,,26.650000,"Atendimento a Demanda 167235, Cahamado Oracle SR 3-41145188251",Baixa,
167682,franklinc,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,TELEFONIA MÓVEL,Solicitação,010103,COMPLIANCE E CONTROLES INTERNOS,12,2025-06-13T18:19:24.000Z,2025-06-16T15:09:33.000Z,13/06/2025 15:19,16/06/2025 12:09,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,15,12,PORTO VELHO,2025/06,2025/06,167682,,,,,167682,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Corridas,720.000000,2.000000,marciaamaral,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,0.000000,0.100000,0.000000,6.450000,0.000000,0.220000,0.320000,0.000000,7.080000,6.770000,ACESSO A WHATSAPP,Baixa,
167683,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,N/D,NÃO DEFINIDO,403,2025-06-13T18:51:17.000Z,2025-06-13T19:53:28.000Z,13/06/2025 15:51,13/06/2025 16:53,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,15,16,LOCAL NAO INFORMADO,2025/06,2025/06,167683,,,,,167683,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,rogerpardo.elb,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.020000,1.020000,1.040000,,27.030000,1.040000,Erro ao assinar documentos ,Baixa,
167686,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,REDE,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-13T20:07:59.000Z,2025-06-16T12:40:58.000Z,13/06/2025 17:07,16/06/2025 09:40,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,17,09,LOCAL NAO INFORMADO,2025/06,2025/06,167686,,,,,167686,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,silass,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.130000,1.430000,1.550000,,27.230000,1.550000,Verificar ponto de rede,Baixa,
167687,alexandresilva,0.000000,0.000000,SERVICO,2-SERVICO,SISTEMAS,Hidrologia (Hidrocalc),Segurança - Gestão de Acesso,020402,OPERACAO,177,2025-06-13T20:30:01.000Z,2025-06-17T12:31:56.000Z,13/06/2025 17:30,17/06/2025 09:31,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,17,09,LOCAL NAO INFORMADO,2025/06,2025/06,167687,,,,,167687,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,3 - TER,Horas Úteis,8.000000,1.000000,carolinasanto,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,0.750000,8.270000,,0.100000,0.790000,0.860000,9.280000,,9.020000,10.130000,Acesso ao Hidrocalc e extração de relatórios,Baixa,
167688,alexandresilva,0.000000,0.000000,SERVICO,2-SERVICO,SISTEMAS,Hidrologia (Hidrocalc),Segurança - Gestão de Acesso,020402,OPERACAO,177,2025-06-13T20:31:19.000Z,2025-06-17T12:31:31.000Z,13/06/2025 17:31,17/06/2025 09:31,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,17,09,PORTO VELHO,2025/06,2025/06,167688,,,,,167688,Baixa,6 - SEX,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,3 - TER,Horas Úteis,8.000000,1.000000,andreia.muller,7,Resolvido,Formulario Solicitação - Padrão,,9.130000,,0.830000,0.010000,0.870000,9.250000,,26.510000,10.080000,Hidrocalc,Baixa,
167689,mateush,0.000000,0.000000,INCIDENTE,1-INCIDENTE,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,020402,OPERACAO,177,2025-06-14T10:50:33.000Z,2025-06-16T20:01:39.000Z,14/06/2025 07:50,16/06/2025 17:01,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,07,17,PORTO VELHO,2025/06,2025/06,167689,,,,,167689,Baixa,7 - SÁB,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,ycarogasparin,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,8.470000,0.000000,0.450000,-0.350000,,27.020000,8.120000,Computador do COG,Baixa,
167690,mariap,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,VPN,Segurança - Gestão de Acesso,020402,OPERACAO,177,2025-06-14T12:45:58.000Z,2025-06-17T19:00:03.000Z,14/06/2025 09:45,17/06/2025 16:00,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,09,16,PORTO VELHO,2025/06,2025/06,167690,,,,,167690,Normal,7 - SÁB,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,3 - TER,Horas Úteis,80.000000,1.000000,luismorais,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,15.310000,0.000000,1.590000,0.800000,,2.000000,16.110000,Internet no Celular,Baixa,
167691,none,,,INCIDENTE,1-INCIDENTE,INFRA,BANCO DE DADOS ORACLE,Erro ou Defeito,N/D,NÃO DEFINIDO,403,2025-06-14T12:59:15.000Z,2025-06-16T20:36:30.000Z,14/06/2025 09:59,16/06/2025 17:36,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,09,17,LOCAL NAO INFORMADO,2025/06,2025/06,167691,,,,,167691,Baixa,7 - SÁB,2025-06-09T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,4.000000,1.000000,noc_ebsit,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,9.480000,0.000000,8.690000,,,8.690000,SAEN--APS-PRD-SAE-PVH-AP-019,Baixa,
